motherboardId,partId,socket,formFactor,chipset,memoryMax,memoryType,memorySlot,color,pcieSixteenSlot,pcieEightSlot,pcieFourSlot,pcieOneSlot,pcieSlot,sataSlot,mTwoSlot,onboardEthernet,onboardVideo,usbTwoHeader,usbTwoHeaderSinglePort,usbThreeTwoGenOneHeader,usbThreeTwoGenTwoHeader,usbThreeTwoGenTwoByTwoHeader,wirelessNetworking,raidSupport,backConnectors,createdAt,updatedAt
212,333,LGA1700,MATX,Intel B760,192,DDR5,4,White,2,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
213,334,LGA1700,ATX,Intel Z690,128,DDR4,4,Silver / Black,3,0,0,2,0,8,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,2,2,1,None,0,0,11/25/2024 22:58,11/25/2024 22:58
214,335,LGA1700,ITX,Intel B760,64,DDR4,2,Silver / Black,1,0,0,0,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
215,336,LGA1700,MATX,Intel H610,96,DDR5,2,White / Black,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek 8111H),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
216,337,LGA1700,MATX,Intel B760,64,DDR4,2,Silver / Black,1,0,0,2,0,4,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
217,338,LGA1700,ITX,Intel Z690,96,DDR5,2,Black / Red,1,0,0,0,0,3,2,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,1,0,1,1,1,Wi-Fi 6,0,0,11/25/2024 22:58,11/25/2024 22:58
218,339,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,2,0,0,1,0,4,6,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/25/2024 22:58,11/25/2024 22:58
219,340,LGA1700,MATX,Intel B660,64,DDR4,2,Gray / Black,1,0,0,2,0,4,2,1 x 1 Gb/s (Intel I219-V),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
220,341,LGA1700,MATX,Intel B760,128,DDR4,4,Silver / Black,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
221,342,LGA1700,ATX,Intel H670,128,DDR4,4,Black,2,0,0,3,0,4,3,1 x 1 Gb/s (Intel I219-V),Depends on CPU,1,0,2,2,1,None,0,0,11/25/2024 22:58,11/25/2024 22:58
222,343,LGA1700,ATX,Intel H670,128,DDR4,4,Silver / Gray,2,0,0,3,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,2,2,1,None,0,0,11/25/2024 22:58,11/25/2024 22:58
223,344,LGA1700,ATX,Intel Z790,192,DDR5,4,Silver / Black,3,0,0,0,0,8,5,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
224,345,LGA1700,MATX,Intel B760,192,DDR5,4,Black,1,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
225,346,LGA1700,ITX,Intel B760,96,DDR5,2,Black,1,0,0,0,0,3,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
226,347,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,2,0,0,1,0,8,5,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,1,1,1,Wi-Fi 7,0,0,11/25/2024 22:58,11/25/2024 22:58
227,348,LGA1700,MATX,Intel H670,128,DDR4,4,Gray / Black,2,0,0,1,0,4,2,1 x 1 Gb/s (Intel I219-V),Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
228,349,LGA1700,ITX,Intel H610,64,DDR4,2,Silver / Black,1,0,0,0,0,4,1,1 x 1 Gb/s (Intel I219-V),Depends on CPU,1,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 22:58,11/25/2024 22:58
229,350,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,2,0,0,3,0,4,4,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
230,351,LGA1700,ITX,Intel Z690,64,DDR4,2,Silver / Black,1,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,1,1,1,Wi-Fi 6,0,0,11/25/2024 22:58,11/25/2024 22:58
231,352,LGA1700,ATX,Intel Z690,192,DDR5,4,Silver / Black,3,0,0,2,0,6,4,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,1,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
232,353,LGA1700,ITX,Intel Z790,96,DDR5,2,Black,1,0,0,0,0,3,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
233,354,LGA1700,ITX,Intel Z790,96,DDR5,2,Black,1,0,0,0,0,4,2,1 x 2.5 Gb/s (Intel I226-V),Depends on CPU,1,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
234,355,LGA1700,ATX,Intel B760,192,DDR5,4,Silver / Black,3,0,0,1,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
235,356,LGA1700,ATX,Intel B760,192,DDR5,4,Black / Silver,3,0,0,1,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
236,357,LGA1700,ATX,Intel Z790,192,DDR5,4,Black / Blue,2,0,0,1,0,8,5,1 x 2.5 Gb/s (Killer E3100X),Depends on CPU,2,0,1,1,1,None,0,0,11/25/2024 22:58,11/25/2024 22:58
237,358,LGA1700,ATX,Intel Z690,192,DDR5,4,Black / Copper,3,0,0,1,0,6,3,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,2,2,1,Wi-Fi 6,0,0,11/25/2024 22:58,11/25/2024 22:58
238,359,LGA1700,ATX,Intel Z690,192,DDR5,4,Silver / Black,3,0,0,2,0,8,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
239,360,LGA1700,MATX,Intel Z790,128,DDR4,4,Black,2,0,0,1,0,4,2,1 x 1 Gb/s (Intel I219-V),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
240,361,LGA1700,MATX,Intel B760,128,DDR4,4,Black,2,0,0,1,0,4,2,1 x 1 Gb/s (Realtek 8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
241,362,LGA1700,ITX,Intel Z790,96,DDR5,2,Black,1,0,0,0,0,3,3,1 x 2.5 Gb/s (Killer E3100X),Depends on CPU,1,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
242,363,LGA1700,MATX,Intel H610,64,DDR4,2,Black / Silver,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
243,364,LGA1700,MATX,Intel H610,64,DDR4,2,Silver / Black,1,0,0,2,0,4,1,1 x 1 Gb/s (Intel I219-V),Depends on CPU,1,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 22:58,11/25/2024 22:58
244,365,LGA1700,ATX,Intel Z790,128,DDR4,4,Black,2,0,0,3,0,4,4,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
245,366,LGA1700,EATX,Intel Z790,192,DDR5,4,Black / Gray,3,0,0,0,0,8,5,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
246,367,LGA1700,MATX,Intel Z690,128,DDR4,4,Silver / Black,2,0,0,1,0,4,2,1 x 1 Gb/s (Intel I219-V),Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
247,368,LGA1700,ATX,Intel Z690,192,DDR5,4,Black,3,0,0,1,0,7,3,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,2,2,1,Wi-Fi 6,0,0,11/25/2024 22:58,11/25/2024 22:58
248,369,LGA1700,EATX,Intel Z790,192,DDR5,4,White / Black,3,0,0,0,0,8,5,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
249,370,LGA1700,ATX,Intel Z790,192,DDR5,4,Purple / Black,3,0,0,1,0,4,5,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,1,None,0,0,11/25/2024 22:58,11/25/2024 22:58
250,371,LGA1700,EATX,Intel Z790,192,DDR5,4,Black / Gold,3,0,0,0,0,8,5,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
251,372,LGA1700,ATX,Intel Z790,128,DDR4,4,Silver / Black,2,0,0,2,0,8,4,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,1,None,0,0,11/25/2024 22:58,11/25/2024 22:58
252,373,LGA1700,MATX,Intel H610,64,DDR4,2,Gray / Black,1,0,0,1,0,4,0,1 x 1 Gb/s (Realtek 8111H),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
253,374,LGA1700,MATX,Intel B760,96,DDR5,2,Black / Silver,1,0,0,2,0,4,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
254,375,AM5,ATX,AMD X870,256,DDR5,4,White,2,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,1,1,1,Wi-Fi 7,0,0,11/25/2024 22:58,11/25/2024 22:58
255,376,AM5,ITX,AMD A620,96,DDR5,2,Black,1,0,0,0,0,2,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
256,377,AM5,ITX,AMD B650,96,DDR5,2,Black,1,0,0,0,0,2,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
257,378,AM5,MATX,AMD B650,256,DDR5,4,Black / Silver,2,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
258,379,AM5,MATX,AMD B650,256,DDR5,4,Silver / Black,2,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
259,380,AM5,ATX,AMD X870,256,DDR5,4,White,2,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,1,1,1,None,0,0,11/25/2024 22:58,11/25/2024 22:58
260,381,AM5,MATX,AMD B650,96,DDR5,2,Silver / Black,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
261,382,AM5,ITX,AMD B650E,96,DDR5,2,Black / Red,1,0,0,0,0,2,2,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,1,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
262,383,AM5,ATX,AMD X870,256,DDR5,4,White,2,0,0,0,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/25/2024 22:58,11/25/2024 22:58
263,384,AM5,MATX,AMD B650,96,DDR5,2,Silver / Black,1,0,0,2,0,4,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
264,385,AM5,ATX,AMD X670E,256,DDR5,4,Black,3,0,0,1,0,4,4,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,2,2,1,None,0,0,11/25/2024 22:58,11/25/2024 22:58
265,386,AM5,ATX,AMD X870,256,DDR5,4,Black / Purple,2,0,0,0,0,4,3,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/25/2024 22:58,11/25/2024 22:58
266,387,AM5,EATX,AMD X870E,256,DDR5,4,Black / Silver,2,0,0,0,0,6,4,1 x 5 Gb/s (Realtek 8126),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/25/2024 22:58,11/25/2024 22:58
267,388,AM5,ATX,AMD B650,256,DDR5,4,Black,2,0,0,2,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
268,389,AM5,MATX,AMD A620,256,DDR5,4,Silver / Black,1,0,0,0,0,4,3,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
269,390,AM5,MATX,AMD B650,256,DDR5,4,Black,2,0,0,2,0,4,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
270,391,AM5,ATX,AMD B650,256,DDR5,4,Black / Silver,2,0,0,1,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,1,1,1,None,0,0,11/25/2024 22:58,11/25/2024 22:58
271,392,AM5,MATX,AMD A620,96,DDR5,2,Gray / Black,1,0,0,2,0,2,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
272,393,AM5,EATX,AMD B650E,256,DDR5,4,Black / Gray,2,0,0,0,0,4,3,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
273,394,AM5,ATX,AMD B650,256,DDR5,4,Orange / Black,3,0,0,0,0,2,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,1,1,1,None,0,0,11/25/2024 22:58,11/25/2024 22:58
274,395,AM5,MATX,AMD A620,256,DDR5,4,Silver / Black,1,0,0,0,0,4,3,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
275,396,AM5,ATX,AMD X670E,256,DDR5,4,Black,1,0,0,2,0,6,5,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
276,397,AM5,EATX,AMD B650E,256,DDR5,4,Black,2,0,0,0,0,4,3,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
277,398,AM5,EATX,AMD X670E,256,DDR5,4,Black,2,0,0,0,0,8,4,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
278,399,AM5,MATX,AMD B650,256,DDR5,4,Black,2,0,0,2,0,4,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
279,400,AM5,MATX,AMD A620,96,DDR5,2,Gray / Black,1,0,0,2,0,4,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
280,401,AM5,ATX,AMD B650,256,DDR5,4,Silver / Black,2,0,0,1,0,4,3,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,1,0,1,1,1,Wi-Fi 6E,0,0,11/25/2024 22:58,11/25/2024 22:58
281,402,AM4,MATX,AMD B450,64,DDR4,2,Black / White,1,0,0,1,0,4,1,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
282,403,AM4,MATX,AMD B550,128,DDR4,4,Silver / Black,2,0,0,1,0,6,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
283,404,AM4,MATX,AMD B450,128,DDR4,4,Black / Silver,2,0,0,0,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 22:58,11/25/2024 22:58
284,405,AM4,ITX,AMD A520,64,DDR4,2,Black / Silver,1,0,0,0,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,1,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 22:58,11/25/2024 22:58
285,406,AM4,ITX,AMD B550,64,DDR4,2,Silver / Black,1,0,0,0,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,1,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 22:58,11/25/2024 22:58
286,407,AM4,MATX,AMD B450,128,DDR4,4,Gray / Black,2,0,0,1,0,4,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
287,408,AM4,ATX,AMD B550,128,DDR4,4,Silver / Black,2,0,0,2,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 22:58,11/25/2024 22:58
288,409,AM4,MATX,AMD B550,64,DDR4,2,Black,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
289,410,AM4,MATX,AMD A520,64,DDR4,2,Black / Silver,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
290,411,AM4,ATX,AMD B550,128,DDR4,4,Silver / Black,2,0,0,2,0,6,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
291,412,AM4,ITX,AMD B550,64,DDR4,2,Silver / Black,1,0,0,0,0,4,2,1 x 2.5 Gb/s (Intel I225-V),Depends on CPU,1,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 22:58,11/25/2024 22:58
292,413,AM4,MATX,AMD B550,128,DDR4,4,Black,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
293,414,AM4,MATX,AMD B450,64,DDR4,4,Black / White,2,0,0,1,0,4,2,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
294,415,AM4,ATX,AMD B450,64,DDR4,4,Black / Silver,2,0,0,4,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
295,416,AM4,MATX,AMD B550,128,DDR4,4,Silver / Black,2,0,0,1,0,6,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
296,417,AM4,ATX,AMD B550,128,DDR4,4,Silver / Black,2,0,0,2,0,6,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
297,418,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,2,0,0,2,0,8,2,1 x 1 Gb/s,Depends on CPU,1,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
298,419,AM4,ATX,AMD B550,128,DDR4,4,Silver / Black,2,0,0,2,0,6,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
299,420,AM4,MATX,AMD A520,64,DDR4,2,Black / Silver,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
300,421,AM4,MATX,AMD B550,128,DDR4,4,Black,2,0,0,1,0,4,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
301,422,AM4,ATX,AMD B450,128,DDR4,4,Black,2,0,0,4,0,6,2,1 x 1 Gb/s (Realtek 8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
302,423,AM4,ATX,AMD X570,128,DDR4,4,Black,2,0,0,2,0,8,2,1 x 1 Gb/s (Intel I211-AT),Depends on CPU,1,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
303,424,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,2,0,0,2,0,8,2,1 x 1 Gb/s,Depends on CPU,1,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
304,425,AM4,MATX,AMD A520,128,DDR4,4,Black,2,0,0,1,0,4,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
305,426,AM4,ATX,AMD B450,64,DDR4,4,Black / Silver,2,0,0,4,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
306,427,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,3,0,0,2,0,8,3,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/25/2024 22:58,11/25/2024 22:58
307,428,AM4,ATX,AMD B550,128,DDR4,4,Gold / Black,3,0,0,2,0,8,2,1 x 2.5 Gb/s (Intel I225-V),Depends on CPU,2,0,2,2,0,Wi-Fi 6,0,0,11/25/2024 22:58,11/25/2024 22:58
308,429,AM4,ATX,AMD B550,128,DDR4,4,Black / Silver,3,0,0,2,0,8,2,1 x 2.5 Gb/s (Killer E3100X),Depends on CPU,2,0,2,2,0,Wi-Fi 6,0,0,11/25/2024 22:58,11/25/2024 22:58
309,430,AM4,ATX,AMD B550,128,DDR4,4,Black / Silver,3,0,0,1,0,6,2,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,3,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
310,431,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,2,0,0,3,0,8,2,1 x 1 Gb/s,Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
311,432,AM4,ATX,AMD B550,128,DDR4,4,Silver / Black,2,0,0,2,0,6,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
312,433,AM4,MATX,AMD B450,32,DDR4,2,Black / Silver,1,0,0,1,0,4,1,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
313,434,AM4,ATX,AMD B550,128,DDR4,4,Blue / Black,2,0,0,2,0,6,2,1 x 2.5 Gb/s (Realtek Dragon RTL8125BG),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
314,435,AM4,MATX,AMD A520,128,DDR4,4,Black / Silver,2,0,0,0,0,4,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
315,436,AM4,ATX,AMD X570,128,DDR4,4,Black,3,0,0,3,0,6,2,1 x 2.5 Gb/s (Killer E3100G),Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 22:58,11/25/2024 22:58
