motherboardId,partId,socket,formFactor,chipset,memoryMax,memoryType,memorySlot,color,pcieSixteenSlot,pcieEightSlot,pcieFourSlot,pcieOneSlot,pcieSlot,sataSlot,mTwoSlot,onboardEthernet,onboardVideo,usbTwoHeader,usbTwoHeaderSinglePort,usbThreeTwoGenOneHeader,usbThreeTwoGenTwoHeader,usbThreeTwoGenTwoByTwoHeader,wirelessNetworking,raidSupport,backConnectors,createdAt,updatedAt
426,547,AM4,MATX,AMD B450,128,DDR4,4,Black,2,0,0,1,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
427,548,AM4,ATX,AMD B450,64,DDR4,4,Black / Silver,3,0,0,1,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
428,549,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,2,0,0,2,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
429,550,AM4,MATX,AMD B450,64,DDR4,4,Black / Gray,2,0,0,1,0,6,1,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
430,551,AM4,ATX,AMD A520,128,DDR4,4,Black / Orange,2,0,0,3,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
431,552,AM4,ATX,AMD B450,64,DDR4,4,Black / Silver,2,0,0,2,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
432,553,AM4,ATX,AMD B550,128,DDR4,4,Black / Orange,3,0,0,2,0,6,2,1 x 2.5 Gb/s,Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/25/2024 23:39,11/25/2024 23:39
433,554,AM4,MATX,AMD B550,128,DDR4,4,Black,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
434,555,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,3,0,0,1,0,6,3,1 x 1 Gb/s,No,2,0,2,2,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
435,556,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,2,0,0,3,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
436,557,AM4,ATX,AMD B550,128,DDR4,4,Black / Silver,3,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
437,558,AM4,ATX,AMD B550,128,DDR4,4,Black / Silver,2,0,0,3,0,4,2,1 x 1 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
438,559,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,3,0,0,2,0,6,1,1 x 1 Gb/s,Depends on CPU,2,0,2,2,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
439,560,AM4,ATX,AMD X570,128,DDR4,4,Black / White,3,0,0,0,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,2,2,0,Wi-Fi 6,0,0,11/25/2024 23:39,11/25/2024 23:39
440,561,AM4,MATX,AMD A520,128,DDR4,4,Black,1,0,0,2,0,4,1,1 x 1 Gb/s (Realtek),Depends on CPU,1,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
441,562,AM4,ATX,AMD B550,128,DDR4,4,Black,3,0,0,2,0,6,2,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,None,0,0,11/25/2024 23:39,11/25/2024 23:39
442,563,LGA1700,ATX,Intel B760,192,DDR5,4,Black / Silver,5,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
443,564,LGA1700,ATX,Intel Z790,192,DDR5,4,Silver / Black,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
444,565,LGA1700,ATX,Intel B760,128,DDR4,4,Black,5,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,4,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
445,566,LGA1700,MATX,Intel H610,64,DDR4,2,Black / Silver,1,0,0,1,0,4,1,1 x 1 Gb/s (Intel I219-V),Depends on CPU,1,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
446,567,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,2,0,0,1,0,7,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
447,568,LGA1700,MATX,Intel B760,128,DDR4,4,Black,1,0,0,2,0,4,2,1 x 1 Gb/s (Realtek 8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
448,569,LGA1700,ATX,Intel Z790,192,DDR5,4,Black / Silver,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
449,570,LGA1700,MATX,Intel H610,64,DDR4,2,Black / Silver,1,0,0,1,0,4,1,1 x 1 Gb/s (Intel I219-V),Depends on CPU,1,0,1,1,0,Wi-Fi 5,0,0,11/26/2024 3:19,11/26/2024 3:19
450,571,LGA1700,ATX,Intel B760,192,DDR5,4,Black,2,0,0,1,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
451,572,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,4,0,0,2,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
452,573,LGA1700,MATX,Intel B760,128,DDR4,4,Black,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
453,574,LGA1700,ATX,Intel Z790,192,DDR5,4,Black / Yellow,2,0,0,1,0,8,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
454,575,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,2,0,0,3,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
455,576,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
456,577,LGA1700,ATX,Intel Z790,192,DDR5,4,Silver / Black,2,0,0,1,0,8,5,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
457,578,LGA1700,ATX,Intel Z790,128,DDR4,4,Black / Silver,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
458,579,LGA1700,MATX,Intel B760,192,DDR5,4,Silver / Black,1,0,1,0,0,4,3,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
459,580,LGA1700,EATX,Intel Z790,192,DDR5,4,Black,2,0,0,0,0,6,7,1 x 10 Gb/s (Marvell AQtion AQC113CS),Depends on CPU,2,0,2,2,2,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
460,581,LGA1700,ATX,Intel B760,128,DDR4,4,Black,2,0,0,1,0,4,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
461,582,LGA1700,ATX,Intel Z790,256,DDR5,4,Silver / Black,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,2,2,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
462,583,LGA1700,ITX,Intel Z790,96,DDR5,2,Silver / Black,1,0,0,0,0,4,3,1 x 2.5 Gb/s (Intel),Depends on CPU,1,0,1,1,1,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
463,584,LGA1700,ATX,Intel Z690,192,DDR5,4,Black / Silver,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel I225-V),Depends on CPU,2,0,2,2,0,Wi-Fi 6,0,0,11/26/2024 3:19,11/26/2024 3:19
464,585,LGA1700,ATX,Intel B660,128,DDR4,4,Black / Silver,2,0,0,1,0,6,3,1 x 2.5 Gb/s (Realtek RTL8125B-CG),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/26/2024 3:19,11/26/2024 3:19
465,586,LGA1700,ATX,Intel Z690,128,DDR4,4,Black / Silver,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel I225-V),Depends on CPU,2,0,2,2,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
466,587,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,2,0,0,1,0,6,5,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
467,588,LGA1700,ATX,Intel Z790,192,DDR5,4,Silver / Black,2,0,0,1,0,7,5,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
468,589,LGA1700,ITX,Intel B760,96,DDR5,2,Black / Silver,1,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
469,590,LGA1700,ATX,Intel B760,256,DDR5,4,Black / Silver,5,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),No,2,0,1,1,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
470,591,LGA1700,ATX,Intel Z690,128,DDR4,4,Black / Gray,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel I225-V),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/26/2024 3:19,11/26/2024 3:19
471,592,LGA1700,ATX,Intel Z790,256,DDR5,4,Black,2,0,0,1,0,6,5,1 x 5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
472,593,LGA1700,ATX,Intel Z790,128,DDR4,4,Black,2,0,0,1,0,7,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
473,594,LGA1700,ATX,Intel Z790,192,DDR5,4,Black,2,0,0,1,0,6,5,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,1,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
474,595,LGA1700,MATX,Intel B660,128,DDR4,4,Black / Silver,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/26/2024 3:19,11/26/2024 3:19
475,596,LGA1700,MATX,Intel B760,192,DDR5,4,Silver / Black,1,0,1,0,0,6,3,1 x 2.5 Gb/s (Realtek),Depends on CPU,2,0,1,1,1,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
476,597,LGA1700,MATX,Intel B760,256,DDR5,4,Silver / Black,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
477,598,LGA1700,MATX,Intel B660,128,DDR4,4,Silver / Black,2,0,0,1,0,6,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/26/2024 3:19,11/26/2024 3:19
478,599,LGA1700,ATX,Intel Z790,192,DDR5,4,Black / Silver,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
479,600,LGA1700,EATX,Intel Z790,192,DDR5,4,Gold / Black,3,0,0,0,0,6,5,2 x 2.5 Gb/s (Intel),Depends on CPU,2,0,2,2,2,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
480,601,LGA1700,EATX,Intel Z790,192,DDR5,4,Black,2,0,0,0,0,6,7,1 x 10 Gb/s (Marvell AQtion AQC113-B1-C),Depends on CPU,2,0,2,2,2,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
481,602,LGA1700,MATX,Intel H610,96,DDR5,2,Black,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
482,603,LGA1700,ATX,Intel B760,192,DDR5,4,Black / Silver,5,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
483,604,LGA1700,ATX,Intel Z690,192,DDR5,4,Black / Silver,3,0,0,0,0,6,5,1 x 2.5 Gb/s (Intel I225-V),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
484,605,LGA1700,ATX,Intel Z690,192,DDR5,4,Black / Silver,2,0,1,0,0,6,5,2 x 2.5 Gb/s (Intel I225-V),No,2,0,2,2,1,Wi-Fi 6,0,0,11/26/2024 3:19,11/26/2024 3:19
485,606,LGA1700,ATX,Intel Z790,128,DDR4,4,Silver / Black,2,0,0,1,0,7,5,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
486,607,LGA1700,ATX,Intel Z790,256,DDR5,4,Black / Red,2,0,0,1,0,8,5,1 x 2.5 Gb/s (Intel),Depends on CPU,4,0,0,0,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
487,608,LGA1700,EATX,Intel Z690,192,DDR5,4,Black / Gold,3,0,0,0,0,6,5,2 x 2.5 Gb/s (Intel I225-V),Depends on CPU,2,0,2,2,2,Wi-Fi 6,0,0,11/26/2024 3:19,11/26/2024 3:19
488,609,LGA1700,MATX,Intel H610,96,DDR5,2,Black,1,0,0,1,0,4,1,1 x 1 Gb/s (Intel I219-V),Depends on CPU,1,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
489,610,LGA1700,ATX,Intel Z690,192,DDR5,4,Silver / Black,3,0,0,0,0,6,5,1 x 2.5 Gb/s (Intel I225-V),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/26/2024 3:19,11/26/2024 3:19
490,611,LGA1700,ATX,Intel Z790,128,DDR4,4,Black / Silver,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Intel),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
491,612,LGA1700,MATX,Intel B660,128,DDR4,4,Black / Silver,2,0,0,1,0,6,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
492,613,AM5,ATX,AMD B650,192,DDR5,4,Black,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek 8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
493,614,AM5,ATX,AMD B650,192,DDR5,4,Black,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
494,615,AM5,ATX,AMD B650,256,DDR5,4,Black,2,0,0,1,0,6,3,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
495,616,AM5,ATX,AMD X670E,192,DDR5,4,Black,3,0,0,1,0,4,4,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
496,617,AM5,MATX,AMD B650,192,DDR5,4,Black / Silver,1,0,0,2,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
497,618,AM5,ATX,AMD X870,256,DDR5,4,Black,3,0,0,0,0,4,4,1 x 5 Gb/s (Realtek 8126VB),Depends on CPU,2,0,2,2,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
498,619,AM5,ATX,AMD X870E,256,DDR5,4,Black,3,0,0,0,0,4,4,1 x 5 Gb/s (Realtek 8126),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
499,620,AM5,MATX,AMD B650,192,DDR5,4,Black,2,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek 8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
500,621,AM5,MATX,AMD A620,96,DDR5,2,Black,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
501,622,AM5,ATX,AMD X870,256,DDR5,4,Black / Silver,4,0,0,0,0,4,3,1 x 5 Gb/s (Realtek 8126VB),Depends on CPU,2,0,1,1,0,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
502,623,AM5,ATX,AMD X670E,192,DDR5,4,Silver / Black,3,0,0,1,0,4,4,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
503,624,AM5,ITX,AMD B650,96,DDR5,2,Black / Silver,1,0,0,0,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,1,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
504,625,AM5,ATX,AMD B650,192,DDR5,4,Black,4,0,0,0,0,6,2,1 x 2.5 Gb/s (Realtek 8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
505,626,AM5,MATX,AMD B650,256,DDR5,4,Silver / Black,1,0,0,1,0,4,2,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
506,627,AM5,MATX,AMD B650,192,DDR5,4,Black,2,0,0,1,0,6,2,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
507,628,AM5,EATX,AMD X870E,256,DDR5,4,Black,2,0,1,0,0,4,5,1 x 10 Gb/s (Marvell AQtion AQC113C),Depends on CPU,2,0,2,2,1,Wi-Fi 7,0,0,11/26/2024 3:19,11/26/2024 3:19
508,629,AM5,ATX,AMD B650,256,DDR5,4,Black / Silver,2,0,0,1,0,6,3,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
509,630,AM5,EATX,AMD X670E,192,DDR5,4,Black,3,0,0,0,0,8,4,1 x 10 Gb/s (Marvell AQtion AQC113-B1-C),No,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
510,631,AM5,ATX,AMD X670E,192,DDR5,4,Black,3,0,0,0,0,6,4,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
511,632,AM5,ATX,AMD B650,192,DDR5,4,Black / Silver,2,0,0,1,0,6,3,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
512,633,AM5,EATX,AMD X670E,192,DDR5,4,Black / Gold,3,0,0,0,0,6,4,1 x 10 Gb/s (Marvell AQtion AQC113-B1-C),Depends on CPU,2,0,2,2,1,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
513,634,AM5,ATX,AMD X670,192,DDR5,4,Black / White,3,0,0,1,0,6,4,1 x 2.5 Gb/s (Realtek RTL8125BG),Depends on CPU,2,0,2,2,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
514,635,AM4,ATX,AMD B550,128,DDR4,4,Black,2,0,0,4,0,6,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
515,636,AM4,ATX,AMD B550,128,DDR4,4,Silver / Black,2,0,0,2,0,6,2,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/26/2024 3:19,11/26/2024 3:19
516,637,AM4,MATX,AMD B550,128,DDR4,4,Black,1,0,0,2,0,4,2,1 x 1 Gb/s (Realtek RTL8111HN),Depends on CPU,2,0,1,1,0,Wi-Fi 5,0,0,11/26/2024 3:19,11/26/2024 3:19
517,638,AM4,ATX,AMD B550,128,DDR4,4,Black / Silver,2,0,0,2,0,6,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
518,639,AM4,MATX,AMD B550,128,DDR4,4,Black,4,0,0,0,0,8,2,1 x 1 Gb/s (Realtek RTL8111HN),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
519,640,AM4,MATX,AMD B450,64,DDR4,2,Black,1,0,0,1,0,4,1,1 x 2.5 Gb/s (Realtek 8125),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
520,641,AM4,MATX,AMD B450,64,DDR4,4,Black / Silver,1,0,0,2,0,4,1,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
521,642,AM4,MATX,AMD A520,64,DDR4,2,Black,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
522,643,AM4,ATX,AMD B550,128,DDR4,4,Black / Silver,2,0,0,2,0,6,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
523,644,AM4,ATX,AMD B550,128,DDR4,4,Black,2,0,0,2,0,6,2,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
524,645,AM4,ATX,AMD B450,128,DDR4,4,Black,2,0,0,3,0,6,1,1 x 1 Gb/s (Realtek 8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
525,646,AM4,ATX,AMD B450,128,DDR4,4,Red / Black,2,0,0,4,0,6,1,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
526,647,AM4,MATX,AMD B550,128,DDR4,4,Black,1,0,0,2,0,4,2,1 x 1 Gb/s (Realtek 8111HN),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
527,648,AM4,MATX,AMD B550,128,DDR4,4,Silver / Black,2,0,0,2,0,6,2,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,2,0,1,1,0,Wi-Fi 6E,0,0,11/26/2024 3:19,11/26/2024 3:19
528,649,AM4,ATX,AMD X570,128,DDR4,4,Black / Silver,2,0,0,3,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,2,2,0,Wi-Fi 5,0,0,11/26/2024 3:19,11/26/2024 3:19
529,650,AM4,ATX,AMD B450,128,DDR4,4,Black / Silver,2,0,0,3,0,6,1,1 x 1 Gb/s (Realtek 8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
530,651,AM4,ATX,AMD B550,128,DDR4,4,Black,4,0,0,0,0,8,2,1 x 1 Gb/s (Realtek 8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
531,652,AM4,ATX,AMD B550,128,DDR4,4,Black / Silver,2,0,0,2,0,6,2,1 x 2.5 Gb/s (Realtek RTL8125B),Depends on CPU,2,0,1,1,0,Wi-Fi 6,0,0,11/26/2024 3:19,11/26/2024 3:19
532,653,AM4,ATX,AMD X470,128,DDR4,4,Black,3,0,0,3,0,6,2,1 x 1 Gb/s,Depends on CPU,2,0,2,2,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
533,654,AM4,MATX,AMD A320,32,DDR4,2,Black,1,0,0,1,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
534,655,AM4,MATX,AMD A520,64,DDR4,2,Black,1,0,0,2,0,4,1,1 x 1 Gb/s (Realtek RTL8111H),Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
535,656,AM4,MATX,AMD B350,64,DDR4,4,Black / White,1,0,0,2,0,4,1,1 x 1 Gb/s,Depends on CPU,2,0,1,1,0,None,0,0,11/26/2024 3:19,11/26/2024 3:19
